Date,Entities,ID,Stock Symbol,Tweet,User description,User id,User location,User name,User screen name,User url,place
2019-12-27 20:07:00,"{'hashtags': [{'text': 'Google', 'indices': [0, 7]}, {'text': 'IqbalBano', 'indices': [23, 33]}, {'text': 'ARYNews', 'indices': [48, 56]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/Fw8ndZW05z', 'expanded_url': 'https://arynews.tv/en/google-tribute-iqbal-bano/', 'display_url': 'arynews.tv/en/google-trib…', 'indices': [58, 81]}]}",1210653325055553536,"GOOG, GOOGL","#Google pays homage to #IqbalBano with a doodle
#ARYNews

https://t.co/Fw8ndZW05z",ARY News is a Pakistani news channel committed to bring you up-to-the minute news & featured stories from around Pakistan & all over the world.,1430793200,"Karachi,Pakistan",ARY News,ARYNEWSOFFICIAL,https://t.co/Yi7661wvTN,
2019-12-22 17:29:55,"{'hashtags': [{'text': 'GRAMMYs', 'indices': [59, 67]}, {'text': 'Google', 'indices': [88, 95]}], 'symbols': [], 'user_mentions': [{'screen_name': 'JLo', 'name': 'Jennifer Lopez', 'id': 85603854, 'id_str': '85603854', 'indices': [9, 13]}, {'screen_name': 'Versace', 'name': 'VERSACE', 'id': 72568426, 'id_str': '72568426', 'indices': [37, 45]}], 'urls': [{'url': 'https://t.co/fDEmuMYnjD', 'expanded_url': 'https://twitter.com/i/web/status/1208801855184130048', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}",1208801855184130048,"GOOG, GOOGL","In 2000, @JLo wore a plunging, green @Versace dress to the #GRAMMYs that caused so many #Google searches that the c… https://t.co/fDEmuMYnjD","Celebrating music through the #GRAMMYs. Fostering a stronger and more inspiring world for creators through @GRAMMYAdvocacy, @MusiCares, and the @GRAMMYMuseum.",17243213,Santa Monica,Recording Academy / GRAMMYs,RecordingAcad,https://t.co/oEXNMmpAuB,
2019-12-24 00:40:00,"{'hashtags': [{'text': 'China', 'indices': [0, 6]}, {'text': 'Huawei', 'indices': [9, 16]}, {'text': 'Google', 'indices': [42, 49]}, {'text': 'India', 'indices': [62, 68]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/VvC5lVETks', 'expanded_url': 'https://on.rt.com/a7st', 'display_url': 'on.rt.com/a7st', 'indices': [84, 107]}], 'media': [{'id': 1209141296050429954, 'id_str': '1209141296050429954', 'indices': [108, 131], 'media_url': 'http://pbs.twimg.com/tweet_video_thumb/EMe7mjpXYAIpk3S.jpg', 'media_url_https': 'https://pbs.twimg.com/tweet_video_thumb/EMe7mjpXYAIpk3S.jpg', 'url': 'https://t.co/gR5AZjGSmd', 'display_url': 'pic.twitter.com/gR5AZjGSmd', 'expanded_url': 'https://twitter.com/RT_com/status/1209272476452163584/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 396, 'h': 300, 'resize': 'fit'}, 'large': {'w': 396, 'h': 300, 'resize': 'fit'}, 'small': {'w': 396, 'h': 300, 'resize': 'fit'}}}]}",1209272476452163584,"GOOG, GOOGL","#China’s #Huawei to create alternative to #Google services in #India by year’s end

https://t.co/VvC5lVETks https://t.co/gR5AZjGSmd","RT, the global news network, broadcasts from Moscow, London, Paris and Washington studios to over 100 countries.",64643056,,RT,RT_com,http://t.co/bDDyvy9DmR,
2019-12-21 18:09:44,"{'hashtags': [{'text': 'Google', 'indices': [82, 89]}, {'text': 'Chrome', 'indices': [90, 97]}], 'symbols': [], 'user_mentions': [{'screen_name': '21WIRE', 'name': 'Patrick Henningsen', 'id': 16936686, 'id_str': '16936686', 'indices': [25, 32]}], 'urls': [{'url': 'https://t.co/S5qyZ4wQ5j', 'expanded_url': 'https://twitter.com/i/web/status/1208449486529400837', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}",1208449486529400837,"GOOG, GOOGL","In 2019, over a thousand @21WIRE readers and listeners made the decision to ditch #Google #Chrome and start surfing… https://t.co/S5qyZ4wQ5j","Independent global affairs analyst, journalist, radio host, TV broadcaster, and fierce critic of mainstream media propaganda. https://t.co/BuMzdr7JNy",16936686,USA,Patrick Henningsen,21WIRE,https://t.co/d5hUBp5d8M,
2019-12-23 16:20:01,"{'hashtags': [{'text': 'technology', 'indices': [98, 109]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/O56jnOVxt1', 'expanded_url': 'https://andauth.co/l3JBkq', 'display_url': 'andauth.co/l3JBkq', 'indices': [73, 96]}, {'url': 'https://t.co/gSr6n1yXwQ', 'expanded_url': 'https://twitter.com/i/web/status/1209146652646420480', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [111, 134]}]}",1209146652646420480,"GOOG, GOOGL","Google’s Recorder app is like magic, but here’s how it works.
Read more: https://t.co/O56jnOVxt1

#technology… https://t.co/gSr6n1yXwQ",https://t.co/V0a08spYa4 - Your source for all things Android!,95438524,,Android Authority,AndroidAuth,https://t.co/zuzeGMgjgP,
2019-12-23 14:28:00,"{'hashtags': [{'text': 'Google', 'indices': [14, 21]}, {'text': 'BERT', 'indices': [26, 31]}, {'text': 'GSC', 'indices': [108, 112]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/4XqnzP7C6p', 'expanded_url': 'https://twitter.com/i/web/status/1209118463396139010', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}",1209118463396139010,"GOOG, GOOGL","What's new in #Google?

🆕 #BERT expanded into 70 languages
🆕 Google updated Search Quality Guidelines
🆕 New #GSC me… https://t.co/4XqnzP7C6p",Be a digital marketing rock star with SEMrush! Follow us for the best industry updates & tips and connect with top influencers via our weekly #SEMrushchat,21896072,"Boston, MA",SEMrush,semrush,https://t.co/JjZxAQAL1F,
2019-12-25 12:29:36,"{'hashtags': [{'text': 'technology', 'indices': [104, 115]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/pnmIhonCUW', 'expanded_url': 'https://andauth.co/7rXlBz', 'display_url': 'andauth.co/7rXlBz', 'indices': [79, 102]}, {'url': 'https://t.co/shY0YRHlp2', 'expanded_url': 'https://twitter.com/i/web/status/1209813442389061632', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}",1209813442389061632,"GOOG, GOOGL","From Pixel 4 XL to the Pixel 2 XL: What I learned from downgrading.
Read more: https://t.co/pnmIhonCUW

#technology… https://t.co/shY0YRHlp2",https://t.co/V0a08spYa4 - Your source for all things Android!,95438524,,Android Authority,AndroidAuth,https://t.co/zuzeGMgjgP,
2019-12-23 01:45:03,"{'hashtags': [{'text': 'tech', 'indices': [74, 79]}, {'text': 'internet', 'indices': [80, 89]}, {'text': 'amazon', 'indices': [90, 97]}, {'text': 'microsoft', 'indices': [98, 108]}, {'text': 'google', 'indices': [109, 116]}], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1208926458434994177, 'id_str': '1208926458434994177', 'indices': [117, 140], 'media_url': 'http://pbs.twimg.com/media/EMb4NXKWwAEbF0S.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EMb4NXKWwAEbF0S.jpg', 'url': 'https://t.co/4EPehZs5XV', 'display_url': 'pic.twitter.com/4EPehZs5XV', 'expanded_url': 'https://twitter.com/leadlagreport/status/1208926460423086080/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1070, 'h': 1075, 'resize': 'fit'}, 'large': {'w': 1070, 'h': 1075, 'resize': 'fit'}, 'small': {'w': 677, 'h': 680, 'resize': 'fit'}}}]}",1208926460423086080,"GOOG, GOOGL",20 years of internet giants. So much change even in just the past decade. #tech #internet #amazon #microsoft #google https://t.co/4EPehZs5XV,Portfolio Manager. Award Winning Author of The Lead-Lag Report. Songwriter for @FortunateFall03. Founder of @HowUdish. Occasionally funny. RT ≠ endorsements.,227755413,"New York, NY","Michael A. Gayed, CFA",leadlagreport,https://t.co/oHoplhSRCc,
2019-12-23 00:01:37,"{'hashtags': [{'text': 'Google', 'indices': [55, 62]}, {'text': 'YearInSearch2019', 'indices': [63, 80]}], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1208885737304645632, 'id_str': '1208885737304645632', 'indices': [81, 104], 'media_url': 'http://pbs.twimg.com/ext_tw_video_thumb/1208885737304645632/pu/img/X_h-UlcbMby1FY0o.jpg', 'media_url_https': 'https://pbs.twimg.com/ext_tw_video_thumb/1208885737304645632/pu/img/X_h-UlcbMby1FY0o.jpg', 'url': 'https://t.co/tutUJ25z2i', 'display_url': 'pic.twitter.com/tutUJ25z2i', 'expanded_url': 'https://twitter.com/giewahyudi/status/1208886274074873856/video/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1200, 'h': 675, 'resize': 'fit'}, 'small': {'w': 680, 'h': 383, 'resize': 'fit'}, 'large': {'w': 1280, 'h': 720, 'resize': 'fit'}}, 'source_status_id': 1208886274074873856, 'source_status_id_str': '1208886274074873856', 'source_user_id': 75022223, 'source_user_id_str': '75022223'}]}",1208900429112889346,"GOOG, GOOGL","Best commercial of 2019, the decade, and of all time.  #Google #YearInSearch2019 https://t.co/tutUJ25z2i",Agent @TheMontagGroup. GM of @BoeheimsArmy. RTs=Endorsements.,55695337,NYC,Kevin Belbey,KevinBelbey,https://t.co/PMI1dQjzOM,
2019-12-20 17:27:43,"{'hashtags': [{'text': 'vulnerability', 'indices': [40, 54]}, {'text': 'Android', 'indices': [75, 83]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/NYduM8yLW5', 'expanded_url': 'https://twitter.com/i/web/status/1208076527834820608', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}",1208076527834820608,"GOOG, GOOGL","To be noted, the patch for this Twitter #vulnerability was included in the #Android app update that was released on… https://t.co/NYduM8yLW5","Most trusted, widely-read independent #cybersecurity news source for everyone; supported by hackers and IT professionals — Send TIPs to admin@thehackernews.com",209811713,The Internet,The Hacker News,TheHackersNews,https://t.co/tbidM8WUBF,
